,ticker,date,trade
2748,VERA,2023-04-04,0.0
2749,VERI,2023-04-04,
2750,VERV,2023-04-04,
2751,VERX,2023-04-04,
2752,VERY,2023-04-04,
2753,VFC,2023-04-04,
2754,VHI,2023-04-04,
2755,VIA,2023-04-04,
2756,VIAV,2023-04-04,
2757,VICI,2023-04-04,
2758,VICR,2023-04-04,
2759,VIGL,2023-04-04,
2760,VIR,2023-04-04,
2761,VIRT,2023-04-04,
2762,VITL,2023-04-04,
2763,VKTX,2023-04-04,
2764,VLGEA,2023-04-04,
2765,VLO,2023-04-04,0.0
2766,VLY,2023-04-04,
2767,VMC,2023-04-04,
2768,VMD,2023-04-04,
2769,VMI,2023-04-04,
2770,VMW,2023-04-04,
2771,VNCE,2023-04-04,
2772,VNDA,2023-04-04,
2773,VNO,2023-04-04,0.0
2774,VNOM,2023-04-04,
2775,VNT,2023-04-04,
2776,VOR,2023-04-04,
2777,VOXX,2023-04-04,
2778,VOYA,2023-04-04,
2779,VPG,2023-04-04,
2780,VRA,2023-04-04,
2781,VRCA,2023-04-04,
2782,VRDN,2023-04-04,
2783,VRE,2023-04-04,
2784,VREX,2023-04-04,
2785,VRNA,2023-04-04,0.0
2786,VRNS,2023-04-04,
2787,VRNT,2023-04-04,
2788,VRRM,2023-04-04,
2789,VRSK,2023-04-04,
2790,VRT,2023-04-04,
2791,VRTS,2023-04-04,
2792,VRTV,2023-04-04,
2793,VRTX,2023-04-04,
2794,VSAT,2023-04-04,
2795,VSCO,2023-04-04,
2796,VSEC,2023-04-04,
2797,VSH,2023-04-04,
2798,VST,2023-04-04,
2799,VSTO,2023-04-04,
2800,VTLE,2023-04-04,
2801,VTNR,2023-04-04,
2802,VTOL,2023-04-04,
2803,VTR,2023-04-04,
2804,VTRS,2023-04-04,0.0
2805,VTSI,2023-04-04,
2806,VTYX,2023-04-04,
2807,VVI,2023-04-04,0.0
2808,VVV,2023-04-04,
2809,VVX,2023-04-04,
2810,VYGR,2023-04-04,
2811,VZ,2023-04-04,
2812,VZIO,2023-04-04,
2813,WAB,2023-04-04,
2814,WABC,2023-04-04,
2815,WAFD,2023-04-04,
2816,WAL,2023-04-04,
2817,WASH,2023-04-04,
2818,WAT,2023-04-04,
2819,WAVS,2023-04-04,
2820,WBA,2023-04-04,
2821,WBD,2023-04-04,
2822,WBS,2023-04-04,
2823,WCC,2023-04-04,
2824,WCN,2023-04-04,
2825,WD,2023-04-04,
2826,WDAY,2023-04-04,
2827,WDC,2023-04-04,
2828,WDFC,2023-04-04,
2829,WEAV,2023-04-04,
2830,WEC,2023-04-04,
2831,WELL,2023-04-04,
2832,WEN,2023-04-04,
2833,WERN,2023-04-04,
2834,WES,2023-04-04,
2835,WEST,2023-04-04,
2836,WEX,2023-04-04,
2837,WEYS,2023-04-04,0.0
2838,WFC,2023-04-04,
2839,WFCF,2023-04-04,
2840,WFRD,2023-04-04,
2841,WGO,2023-04-04,
2842,WH,2023-04-04,
2843,WHD,2023-04-04,
2844,WHF,2023-04-04,
2845,WHG,2023-04-04,
2846,WHR,2023-04-04,0.0
2847,WINT,2023-04-04,
2848,WIRE,2023-04-04,
2849,WK,2023-04-04,0.0
2850,WLDN,2023-04-04,
2851,WLFC,2023-04-04,
2852,WLK,2023-04-04,
2853,WLKP,2023-04-04,
2854,WLY,2023-04-04,
2855,WM,2023-04-04,
2856,WMB,2023-04-04,
2857,WMC,2023-04-04,
2858,WMG,2023-04-04,
2859,WMK,2023-04-04,
2860,WMPN,2023-04-04,
2861,WMS,2023-04-04,
2862,WMT,2023-04-04,
2863,WNC,2023-04-04,
2864,WNEB,2023-04-04,0.0
2865,WOLF,2023-04-04,
2866,WOOF,2023-04-04,
2867,WOR,2023-04-04,
2868,WOW,2023-04-04,
2869,WPC,2023-04-04,
2870,WRB,2023-04-04,
2871,WRBY,2023-04-04,0.0
2872,WRK,2023-04-04,
2873,WRLD,2023-04-04,
2874,WSBC,2023-04-04,
2875,WSBF,2023-04-04,
2876,WSC,2023-04-04,
2877,WSFS,2023-04-04,
2878,WSM,2023-04-04,
2879,WSO,2023-04-04,
2880,WSR,2023-04-04,
2881,WST,2023-04-04,
2882,WT,2023-04-04,
2883,WTBA,2023-04-04,
2884,WTFC,2023-04-04,
2885,WTM,2023-04-04,
2886,WTRG,2023-04-04,
2887,WTS,2023-04-04,
2888,WTTR,2023-04-04,
2889,WTW,2023-04-04,
2890,WU,2023-04-04,
2891,WVVI,2023-04-04,
2892,WWD,2023-04-04,
2893,WWE,2023-04-04,
2894,WWW,2023-04-04,
2895,WY,2023-04-04,
2896,X,2023-04-04,
2897,XAIR,2023-04-04,
2898,XEL,2023-04-04,
2899,XENE,2023-04-04,
2900,XHR,2023-04-04,
2901,XM,2023-04-04,
2902,XMTR,2023-04-04,
2903,XNCR,2023-04-04,
2904,XOM,2023-04-04,0.0
2905,XOMA,2023-04-04,
2906,XPEL,2023-04-04,
2907,XPO,2023-04-04,
2908,XPRO,2023-04-04,
2909,XRAY,2023-04-04,
2910,XRX,2023-04-04,0.0
2911,XYL,2023-04-04,
2912,YELP,2023-04-04,
2913,YETI,2023-04-04,
2914,YEXT,2023-04-04,
2915,YMAB,2023-04-04,
2916,YORW,2023-04-04,
2917,YOU,2023-04-04,
2918,YUMC,2023-04-04,
2919,ZBH,2023-04-04,
2920,ZBRA,2023-04-04,
2921,ZD,2023-04-04,
2922,ZETA,2023-04-04,0.0
2923,ZEUS,2023-04-04,
2924,ZG,2023-04-04,
2925,ZI,2023-04-04,
2926,ZIMV,2023-04-04,
2927,ZION,2023-04-04,
2928,ZIP,2023-04-04,
2929,ZLAB,2023-04-04,
2930,ZM,2023-04-04,
2931,ZNTL,2023-04-04,0.0
2932,ZS,2023-04-04,0.0
2933,ZTS,2023-04-04,
2934,ZUMZ,2023-04-04,
2935,ZUO,2023-04-04,0.0
2936,ZVRA,2023-04-04,
2937,ZWS,2023-04-04,
2938,ZYME,2023-04-04,0.0
2939,ZYXI,2023-04-04,
